CODIGO;TITULO;
811425;Operador de equipamento de destilação de álcool;"INSERT INTO states (code, title) VALUES ('811425','Operador de equipamento de destilação de álcool');"
811430;Operador de evaporador na destilação;"INSERT INTO states (code, title) VALUES ('811430','Operador de evaporador na destilação');"
811505;Operador de painel de controle (refinação de petróleo);"INSERT INTO states (code, title) VALUES ('811505','Operador de painel de controle (refinação de petróleo)');"
811510;Operador de transferência e estocagem - na refinação do petróleo;"INSERT INTO states (code, title) VALUES ('811510','Operador de transferência e estocagem - na refinação do petróleo');"
811610;Operador de carro de apagamento e coque;"INSERT INTO states (code, title) VALUES ('811610','Operador de carro de apagamento e coque');"
811605;Operador de britador de coque;"INSERT INTO states (code, title) VALUES ('811605','Operador de britador de coque');"
811615;Operador de destilação e subprodutos de coque;"INSERT INTO states (code, title) VALUES ('811615','Operador de destilação e subprodutos de coque');"
811650;Operador de sistema de reversão (coqueria);"INSERT INTO states (code, title) VALUES ('811650','Operador de sistema de reversão (coqueria)');"
811645;Operador de refrigeração (coqueria);"INSERT INTO states (code, title) VALUES ('811645','Operador de refrigeração (coqueria)');"
811640;Operador de reator de coque de petróleo;"INSERT INTO states (code, title) VALUES ('811640','Operador de reator de coque de petróleo');"
811635;Operador de preservação e controle térmico;"INSERT INTO states (code, title) VALUES ('811635','Operador de preservação e controle térmico');"
811630;Operador de painel de controle;"INSERT INTO states (code, title) VALUES ('811630','Operador de painel de controle');"
811625;Operador de exaustor (coqueria);"INSERT INTO states (code, title) VALUES ('811625','Operador de exaustor (coqueria)');"
811620;Operador de enfornamento e desenfornamento de coque;"INSERT INTO states (code, title) VALUES ('811620','Operador de enfornamento e desenfornamento de coque');"
811705;Bamburista;"INSERT INTO states (code, title) VALUES ('811705','Bamburista');"
811710;Calandrista de borracha;"INSERT INTO states (code, title) VALUES ('811710','Calandrista de borracha');"
811715;Confeccionador de pneumáticos;"INSERT INTO states (code, title) VALUES ('811715','Confeccionador de pneumáticos');"
811725;Confeccionador de velas por imersão;"INSERT INTO states (code, title) VALUES ('811725','Confeccionador de velas por imersão');"
811775;Trefilador de borracha;"INSERT INTO states (code, title) VALUES ('811775','Trefilador de borracha');"
811745;Laminador de plástico;"INSERT INTO states (code, title) VALUES ('811745','Laminador de plástico');"
811750;Moldador de borracha por compressão;"INSERT INTO states (code, title) VALUES ('811750','Moldador de borracha por compressão');"
811760;Moldador de plástico por compressão;"INSERT INTO states (code, title) VALUES ('811760','Moldador de plástico por compressão');"
811770;Moldador de plástico por injeção;"INSERT INTO states (code, title) VALUES ('811770','Moldador de plástico por injeção');"
811735;Confeccionador de velas por moldagem;"INSERT INTO states (code, title) VALUES ('811735','Confeccionador de velas por moldagem');"
811805;Operador de máquina de produtos farmacêuticos;"INSERT INTO states (code, title) VALUES ('811805','Operador de máquina de produtos farmacêuticos');"
811810;Drageador (medicamentos);"INSERT INTO states (code, title) VALUES ('811810','Drageador (medicamentos)');"
811820;Operador de máquina de fabricação de produtos de higiene e limpeza (sabão, sabonete, detergente, absorvente, fraldas cotonetes e outros);"INSERT INTO states (code, title) VALUES ('811820','Operador de máquina de fabricação de produtos de higiene e limpeza (sabão, sabonete, detergente, absorvente, fraldas cotonetes e outros)');"
811815;Operador de máquina de fabricação de cosméticos;"INSERT INTO states (code, title) VALUES ('811815','Operador de máquina de fabricação de cosméticos');"
812105;Pirotécnico;"INSERT INTO states (code, title) VALUES ('812105','Pirotécnico');"
812110;Trabalhador da fabricação de munição e explosivos;"INSERT INTO states (code, title) VALUES ('812110','Trabalhador da fabricação de munição e explosivos');"
813125;Operador de produção (química, petroquímica e afins);"INSERT INTO states (code, title) VALUES ('813125','Operador de produção (química, petroquímica e afins)');"
813110;Operador de calandra (química, petroquímica e afins);"INSERT INTO states (code, title) VALUES ('813110','Operador de calandra (química, petroquímica e afins)');"
813130;Técnico de operação (química, petroquímica e afins);"INSERT INTO states (code, title) VALUES ('813130','Técnico de operação (química, petroquímica e afins)');"
813120;Operador de processo (química, petroquímica e afins);"INSERT INTO states (code, title) VALUES ('813120','Operador de processo (química, petroquímica e afins)');"
813115;Operador de extrusora (química, petroquímica e afins);"INSERT INTO states (code, title) VALUES ('813115','Operador de extrusora (química, petroquímica e afins)');"
813105;Cilindrista (petroquímica e afins);"INSERT INTO states (code, title) VALUES ('813105','Cilindrista (petroquímica e afins)');"
818110;Auxiliar de laboratório de análises físico-químicas;"INSERT INTO states (code, title) VALUES ('818110','Auxiliar de laboratório de análises físico-químicas');"
818105;Assistente de laboratório industrial;"INSERT INTO states (code, title) VALUES ('818105','Assistente de laboratório industrial');"
820105;Mestre de siderurgia;"INSERT INTO states (code, title) VALUES ('820105','Mestre de siderurgia');"
820110;Mestre de aciaria;"INSERT INTO states (code, title) VALUES ('820110','Mestre de aciaria');"
820115;Mestre de alto-forno;"INSERT INTO states (code, title) VALUES ('820115','Mestre de alto-forno');"
820120;Mestre de forno elétrico;"INSERT INTO states (code, title) VALUES ('820120','Mestre de forno elétrico');"
820125;Mestre de laminação;"INSERT INTO states (code, title) VALUES ('820125','Mestre de laminação');"
820205;Supervisor de fabricação de produtos cerâmicos, porcelanatos e afins;"INSERT INTO states (code, title) VALUES ('820205','Supervisor de fabricação de produtos cerâmicos, porcelanatos e afins');"
820210;Supervisor de fabricação de produtos de vidro;"INSERT INTO states (code, title) VALUES ('820210','Supervisor de fabricação de produtos de vidro');"
821105;Operador de centro de controle;"INSERT INTO states (code, title) VALUES ('821105','Operador de centro de controle');"
821110;Operador de máquina de sinterizar;"INSERT INTO states (code, title) VALUES ('821110','Operador de máquina de sinterizar');"
821210;Forneiro e operador (conversor a oxigênio);"INSERT INTO states (code, title) VALUES ('821210','Forneiro e operador (conversor a oxigênio)');"
821215;Forneiro e operador (forno elétrico);"INSERT INTO states (code, title) VALUES ('821215','Forneiro e operador (forno elétrico)');"
821220;Forneiro e operador (refino de metais não-ferrosos);"INSERT INTO states (code, title) VALUES ('821220','Forneiro e operador (refino de metais não-ferrosos)');"
821225;Forneiro e operador de forno de redução direta;"INSERT INTO states (code, title) VALUES ('821225','Forneiro e operador de forno de redução direta');"
821230;Operador de aciaria (basculamento de convertedor);"INSERT INTO states (code, title) VALUES ('821230','Operador de aciaria (basculamento de convertedor)');"
821235;Operador de aciaria (dessulfuração de gusa);"INSERT INTO states (code, title) VALUES ('821235','Operador de aciaria (dessulfuração de gusa)');"
821240;Operador de aciaria (recebimento de gusa);"INSERT INTO states (code, title) VALUES ('821240','Operador de aciaria (recebimento de gusa)');"
821245;Operador de área de corrida;"INSERT INTO states (code, title) VALUES ('821245','Operador de área de corrida');"
821250;Operador de desgaseificação;"INSERT INTO states (code, title) VALUES ('821250','Operador de desgaseificação');"
821255;Soprador de convertedor;"INSERT INTO states (code, title) VALUES ('821255','Soprador de convertedor');"
821205;Forneiro e operador (alto-forno);"INSERT INTO states (code, title) VALUES ('821205','Forneiro e operador (alto-forno)');"
821315;Operador de laminador de barras a quente;"INSERT INTO states (code, title) VALUES ('821315','Operador de laminador de barras a quente');"
821310;Operador de laminador de barras a frio;"INSERT INTO states (code, title) VALUES ('821310','Operador de laminador de barras a frio');"
821305;Operador de laminador;"INSERT INTO states (code, title) VALUES ('821305','Operador de laminador');"
821320;Operador de laminador de metais não-ferrosos;"INSERT INTO states (code, title) VALUES ('821320','Operador de laminador de metais não-ferrosos');"
821325;Operador de laminador de tubos;"INSERT INTO states (code, title) VALUES ('821325','Operador de laminador de tubos');"
821330;Operador de montagem de cilindros e mancais;"INSERT INTO states (code, title) VALUES ('821330','Operador de montagem de cilindros e mancais');"
821335;Recuperador de guias e cilindros;"INSERT INTO states (code, title) VALUES ('821335','Recuperador de guias e cilindros');"
821415;Marcador de produtos (siderúrgico e metalúrgico);"INSERT INTO states (code, title) VALUES ('821415','Marcador de produtos (siderúrgico e metalúrgico)');"
821410;Escarfador;"INSERT INTO states (code, title) VALUES ('821410','Escarfador');"
821405;Encarregado de acabamento de chapas e metais  (têmpera);"INSERT INTO states (code, title) VALUES ('821405','Encarregado de acabamento de chapas e metais  (têmpera)');"
821420;Operador de bobinadeira de tiras a quente, no acabamento de chapas e metais;"INSERT INTO states (code, title) VALUES ('821420','Operador de bobinadeira de tiras a quente, no acabamento de chapas e metais');"
821450;Rebarbador de metal;"INSERT INTO states (code, title) VALUES ('821450','Rebarbador de metal');"
821445;Preparador de sucata e aparas;"INSERT INTO states (code, title) VALUES ('821445','Preparador de sucata e aparas');"
821440;Operador de tesoura mecânica e máquina de corte, no acabamento de chapas e metais;"INSERT INTO states (code, title) VALUES ('821440','Operador de tesoura mecânica e máquina de corte, no acabamento de chapas e metais');"
821435;Operador de jato abrasivo;"INSERT INTO states (code, title) VALUES ('821435','Operador de jato abrasivo');"
821425;Operador de cabine de laminação (fio-máquina);"INSERT INTO states (code, title) VALUES ('821425','Operador de cabine de laminação (fio-máquina)');"
821430;Operador de escória e sucata;"INSERT INTO states (code, title) VALUES ('821430','Operador de escória e sucata');"
822110;Forneiro de forno-poço;"INSERT INTO states (code, title) VALUES ('822110','Forneiro de forno-poço');"
822105;Forneiro de cubilô;"INSERT INTO states (code, title) VALUES ('822105','Forneiro de cubilô');"
822120;Forneiro de reaquecimento e tratamento térmico na metalurgia;"INSERT INTO states (code, title) VALUES ('822120','Forneiro de reaquecimento e tratamento térmico na metalurgia');"
822115;Forneiro de fundição (forno de redução);"INSERT INTO states (code, title) VALUES ('822115','Forneiro de fundição (forno de redução)');"
822125;Forneiro de revérbero;"INSERT INTO states (code, title) VALUES ('822125','Forneiro de revérbero');"
823105;Preparador de massa (fabricação de abrasivos);"INSERT INTO states (code, title) VALUES ('823105','Preparador de massa (fabricação de abrasivos)');"
823135;Operador de atomizador;"INSERT INTO states (code, title) VALUES ('823135','Operador de atomizador');"
823130;Preparador de aditivos;"INSERT INTO states (code, title) VALUES ('823130','Preparador de aditivos');"
823125;Preparador de esmaltes (cerâmica);"INSERT INTO states (code, title) VALUES ('823125','Preparador de esmaltes (cerâmica)');"
823120;Preparador de barbotina;"INSERT INTO states (code, title) VALUES ('823120','Preparador de barbotina');"
823115;Preparador de massa de argila;"INSERT INTO states (code, title) VALUES ('823115','Preparador de massa de argila');"
823110;Preparador de massa (fabricação de vidro);"INSERT INTO states (code, title) VALUES ('823110','Preparador de massa (fabricação de vidro)');"
823210;Extrusor de fios ou fibras de vidro;"INSERT INTO states (code, title) VALUES ('823210','Extrusor de fios ou fibras de vidro');"
823215;Forneiro na fundição de vidro;"INSERT INTO states (code, title) VALUES ('823215','Forneiro na fundição de vidro');"
823265;Trabalhador na fabricação de produtos abrasivos;"INSERT INTO states (code, title) VALUES ('823265','Trabalhador na fabricação de produtos abrasivos');"
823255;Temperador de vidro;"INSERT INTO states (code, title) VALUES ('823255','Temperador de vidro');"
823250;Operador de prensa de moldar vidro;"INSERT INTO states (code, title) VALUES ('823250','Operador de prensa de moldar vidro');"
823245;Operador de máquina extrusora de varetas e tubos de vidro;"INSERT INTO states (code, title) VALUES ('823245','Operador de máquina extrusora de varetas e tubos de vidro');"
823240;Operador de máquina de soprar vidro;"INSERT INTO states (code, title) VALUES ('823240','Operador de máquina de soprar vidro');"
823235;Operador de banho metálico de vidro por flutuação;"INSERT INTO states (code, title) VALUES ('823235','Operador de banho metálico de vidro por flutuação');"
823220;Forneiro no recozimento de vidro;"INSERT INTO states (code, title) VALUES ('823220','Forneiro no recozimento de vidro');"
823230;Moldador de abrasivos na fabricação de cerâmica, vidro e porcelana;"INSERT INTO states (code, title) VALUES ('823230','Moldador de abrasivos na fabricação de cerâmica, vidro e porcelana');"
823320;Trabalhador da elaboração de pré-fabricados (cimento amianto);"INSERT INTO states (code, title) VALUES ('823320','Trabalhador da elaboração de pré-fabricados (cimento amianto)');"
823325;Trabalhador da elaboração de pré-fabricados (concreto armado);"INSERT INTO states (code, title) VALUES ('823325','Trabalhador da elaboração de pré-fabricados (concreto armado)');"
823330;Trabalhador da fabricação de pedras artificiais;"INSERT INTO states (code, title) VALUES ('823330','Trabalhador da fabricação de pedras artificiais');"
823305;Classificador e empilhador de tijolos refratários;"INSERT INTO states (code, title) VALUES ('823305','Classificador e empilhador de tijolos refratários');"
823315;Forneiro (materiais de construção);"INSERT INTO states (code, title) VALUES ('823315','Forneiro (materiais de construção)');"
828105;Oleiro (fabricação de telhas);"INSERT INTO states (code, title) VALUES ('828105','Oleiro (fabricação de telhas)');"
828110;Oleiro (fabricação de tijolos);"INSERT INTO states (code, title) VALUES ('828110','Oleiro (fabricação de tijolos)');"
830105;Mestre (indústria de celulose, papel e papelão);"INSERT INTO states (code, title) VALUES ('830105','Mestre (indústria de celulose, papel e papelão)');"
831105;Cilindreiro na preparação de pasta para fabricação de papel;"INSERT INTO states (code, title) VALUES ('831105','Cilindreiro na preparação de pasta para fabricação de papel');"
831110;Operador de branqueador de pasta para fabricação de papel;"INSERT INTO states (code, title) VALUES ('831110','Operador de branqueador de pasta para fabricação de papel');"
831115;Operador de digestor de pasta para fabricação de papel;"INSERT INTO states (code, title) VALUES ('831115','Operador de digestor de pasta para fabricação de papel');"
831120;Operador de lavagem e depuração de pasta para fabricação de papel;"INSERT INTO states (code, title) VALUES ('831120','Operador de lavagem e depuração de pasta para fabricação de papel');"
831125;Operador de máquina de secar celulose;"INSERT INTO states (code, title) VALUES ('831125','Operador de máquina de secar celulose');"
832110;Operador de cortadeira de papel;"INSERT INTO states (code, title) VALUES ('832110','Operador de cortadeira de papel');"
832105;Calandrista de papel;"INSERT INTO states (code, title) VALUES ('832105','Calandrista de papel');"
832115;Operador de máquina de fabricar papel  (fase úmida);"INSERT INTO states (code, title) VALUES ('832115','Operador de máquina de fabricar papel  (fase úmida)');"
832135;Operador de rebobinadeira na fabricação de papel e papelão;"INSERT INTO states (code, title) VALUES ('832135','Operador de rebobinadeira na fabricação de papel e papelão');"
832125;Operador de máquina de fabricar papel e papelão;"INSERT INTO states (code, title) VALUES ('832125','Operador de máquina de fabricar papel e papelão');"
832120;Operador de máquina de fabricar papel (fase seca);"INSERT INTO states (code, title) VALUES ('832120','Operador de máquina de fabricar papel (fase seca)');"
833105;Cartonageiro, a máquina;"INSERT INTO states (code, title) VALUES ('833105','Cartonageiro, a máquina');"
833110;Confeccionador de bolsas, sacos e sacolas e papel, a máquina;"INSERT INTO states (code, title) VALUES ('833110','Confeccionador de bolsas, sacos e sacolas e papel, a máquina');"
833125;Operador de prensa de embutir papelão;"INSERT INTO states (code, title) VALUES ('833125','Operador de prensa de embutir papelão');"
833120;Operador de máquina de cortar e dobrar papelão;"INSERT INTO states (code, title) VALUES ('833120','Operador de máquina de cortar e dobrar papelão');"
833115;Confeccionador de sacos de celofane, a máquina;"INSERT INTO states (code, title) VALUES ('833115','Confeccionador de sacos de celofane, a máquina');"
833205;Cartonageiro, a mão (caixas de papelão);"INSERT INTO states (code, title) VALUES ('833205','Cartonageiro, a mão (caixas de papelão)');"
840110;Supervisor da indústria de bebidas;"INSERT INTO states (code, title) VALUES ('840110','Supervisor da indústria de bebidas');"
840120;Chefe de confeitaria;"INSERT INTO states (code, title) VALUES ('840120','Chefe de confeitaria');"
840115;Supervisor da indústria de fumo;"INSERT INTO states (code, title) VALUES ('840115','Supervisor da indústria de fumo');"
840105;Supervisor de produção da indústria alimentícia;"INSERT INTO states (code, title) VALUES ('840105','Supervisor de produção da indústria alimentícia');"
841105;Moleiro de cereais (exceto arroz);"INSERT INTO states (code, title) VALUES ('841105','Moleiro de cereais (exceto arroz)');"
841110;Moleiro de especiarias;"INSERT INTO states (code, title) VALUES ('841110','Moleiro de especiarias');"
841115;Operador de processo de moagem;"INSERT INTO states (code, title) VALUES ('841115','Operador de processo de moagem');"
841210;Refinador de sal;"INSERT INTO states (code, title) VALUES ('841210','Refinador de sal');"
841205;Moedor de sal;"INSERT INTO states (code, title) VALUES ('841205','Moedor de sal');"
841310;Operador de equipamentos de refinação de açúcar (processo contínuo);"INSERT INTO states (code, title) VALUES ('841310','Operador de equipamentos de refinação de açúcar (processo contínuo)');"
841305;Operador de cristalização na refinação de açucar;"INSERT INTO states (code, title) VALUES ('841305','Operador de cristalização na refinação de açucar');"
841320;Operador de tratamento de calda na refinação de açúcar;"INSERT INTO states (code, title) VALUES ('841320','Operador de tratamento de calda na refinação de açúcar');"
841315;Operador de moenda na fabricação de açúcar;"INSERT INTO states (code, title) VALUES ('841315','Operador de moenda na fabricação de açúcar');"
841484;Trabalhador de preparação de pescados (limpeza);"INSERT INTO states (code, title) VALUES ('841484','Trabalhador de preparação de pescados (limpeza)');"
841476;Trabalhador de fabricação de margarina;"INSERT INTO states (code, title) VALUES ('841476','Trabalhador de fabricação de margarina');"
841472;Refinador de óleo e gordura;"INSERT INTO states (code, title) VALUES ('841472','Refinador de óleo e gordura');"
841468;Preparador de rações;"INSERT INTO states (code, title) VALUES ('841468','Preparador de rações');"
841464;Prensador de frutas (exceto oleaginosas);"INSERT INTO states (code, title) VALUES ('841464','Prensador de frutas (exceto oleaginosas)');"
841460;Operador de preparação de grãos vegetais (óleos e gorduras);"INSERT INTO states (code, title) VALUES ('841460','Operador de preparação de grãos vegetais (óleos e gorduras)');"
841456;Operador de câmaras frias;"INSERT INTO states (code, title) VALUES ('841456','Operador de câmaras frias');"
841444;Hidrogenador de óleos e gorduras;"INSERT INTO states (code, title) VALUES ('841444','Hidrogenador de óleos e gorduras');"
841440;Esterilizador de alimentos;"INSERT INTO states (code, title) VALUES ('841440','Esterilizador de alimentos');"
841432;Desidratador de alimentos;"INSERT INTO states (code, title) VALUES ('841432','Desidratador de alimentos');"
841428;Cozinhador de pescado;"INSERT INTO states (code, title) VALUES ('841428','Cozinhador de pescado');"
841420;Cozinhador de frutas e legumes;"INSERT INTO states (code, title) VALUES ('841420','Cozinhador de frutas e legumes');"
841416;Cozinhador de carnes;"INSERT INTO states (code, title) VALUES ('841416','Cozinhador de carnes');"
841408;Cozinhador (conservação de alimentos);"INSERT INTO states (code, title) VALUES ('841408','Cozinhador (conservação de alimentos)');"
841448;Lagareiro;"INSERT INTO states (code, title) VALUES ('841448','Lagareiro');"
841505;Trabalhador de tratamento do leite e fabricação de laticínios e afins;"INSERT INTO states (code, title) VALUES ('841505','Trabalhador de tratamento do leite e fabricação de laticínios e afins');"
841620;Operador de extração de café solúvel;"INSERT INTO states (code, title) VALUES ('841620','Operador de extração de café solúvel');"
841630;Misturador de chá ou mate;"INSERT INTO states (code, title) VALUES ('841630','Misturador de chá ou mate');"
841625;Torrador de cacau;"INSERT INTO states (code, title) VALUES ('841625','Torrador de cacau');"
841605;Misturador de café;"INSERT INTO states (code, title) VALUES ('841605','Misturador de café');"
841610;Torrador de café;"INSERT INTO states (code, title) VALUES ('841610','Torrador de café');"
841615;Moedor de café;"INSERT INTO states (code, title) VALUES ('841615','Moedor de café');"
841735;Dessecador de malte;"INSERT INTO states (code, title) VALUES ('841735','Dessecador de malte');"
841740;Vinagreiro;"INSERT INTO states (code, title) VALUES ('841740','Vinagreiro');"
841745;Xaropeiro;"INSERT INTO states (code, title) VALUES ('841745','Xaropeiro');"
841725;Malteiro (germinação);"INSERT INTO states (code, title) VALUES ('841725','Malteiro (germinação)');"
841730;Cozinhador de malte;"INSERT INTO states (code, title) VALUES ('841730','Cozinhador de malte');"
841720;Trabalhador de fabricação de vinhos;"INSERT INTO states (code, title) VALUES ('841720','Trabalhador de fabricação de vinhos');"
841705;Alambiqueiro;"INSERT INTO states (code, title) VALUES ('841705','Alambiqueiro');"
841710;Filtrador de cerveja;"INSERT INTO states (code, title) VALUES ('841710','Filtrador de cerveja');"
841715;Fermentador;"INSERT INTO states (code, title) VALUES ('841715','Fermentador');"
841810;Operador de máquinas de fabricação de doces, salgados e massas alimentícias;"INSERT INTO states (code, title) VALUES ('841810','Operador de máquinas de fabricação de doces, salgados e massas alimentícias');"
841805;Operador de forno (fabricação de pães, biscoitos e similares);"INSERT INTO states (code, title) VALUES ('841805','Operador de forno (fabricação de pães, biscoitos e similares)');"
841815;Operador de máquinas de fabricação de chocolates e achocolatados;"INSERT INTO states (code, title) VALUES ('841815','Operador de máquinas de fabricação de chocolates e achocolatados');"
842135;Operador de máquina de preparação de matéria prima para produção de cigarros;"INSERT INTO states (code, title) VALUES ('842135','Operador de máquina de preparação de matéria prima para produção de cigarros');"
842125;Operador de máquina (fabricação de cigarros);"INSERT INTO states (code, title) VALUES ('842125','Operador de máquina (fabricação de cigarros)');"
842120;Auxiliar de processamento de fumo;"INSERT INTO states (code, title) VALUES ('842120','Auxiliar de processamento de fumo');"
842115;Classificador de fumo;"INSERT INTO states (code, title) VALUES ('842115','Classificador de fumo');"
842105;Preparador de melado e essência de fumo;"INSERT INTO states (code, title) VALUES ('842105','Preparador de melado e essência de fumo');"
842110;Processador de fumo;"INSERT INTO states (code, title) VALUES ('842110','Processador de fumo');"
842205;Preparador de fumo na fabricação de charutos;"INSERT INTO states (code, title) VALUES ('842205','Preparador de fumo na fabricação de charutos');"
842210;Operador de máquina de fabricar charutos e cigarrilhas;"INSERT INTO states (code, title) VALUES ('842210','Operador de máquina de fabricar charutos e cigarrilhas');"
842215;Classificador de charutos;"INSERT INTO states (code, title) VALUES ('842215','Classificador de charutos');"
842220;Cortador de charutos;"INSERT INTO states (code, title) VALUES ('842220','Cortador de charutos');"
842225;Celofanista na fabricação de charutos;"INSERT INTO states (code, title) VALUES ('842225','Celofanista na fabricação de charutos');"
842235;Degustador de charutos;"INSERT INTO states (code, title) VALUES ('842235','Degustador de charutos');"
842230;Charuteiro a mão;"INSERT INTO states (code, title) VALUES ('842230','Charuteiro a mão');"
848110;Salgador de alimentos;"INSERT INTO states (code, title) VALUES ('848110','Salgador de alimentos');"
848105;Defumador de carnes e pescados;"INSERT INTO states (code, title) VALUES ('848105','Defumador de carnes e pescados');"
848115;Salsicheiro (fabricação de lingüiça, salsicha e produtos similares);"INSERT INTO states (code, title) VALUES ('848115','Salsicheiro (fabricação de lingüiça, salsicha e produtos similares)');"
848205;Pasteurizador;"INSERT INTO states (code, title) VALUES ('848205','Pasteurizador');"
848210;Queijeiro na fabricação de laticínio;"INSERT INTO states (code, title) VALUES ('848210','Queijeiro na fabricação de laticínio');"
848215;Manteigueiro na fabricação de laticínio;"INSERT INTO states (code, title) VALUES ('848215','Manteigueiro na fabricação de laticínio');"
848305;Padeiro;"INSERT INTO states (code, title) VALUES ('848305','Padeiro');"
848310;Confeiteiro;"INSERT INTO states (code, title) VALUES ('848310','Confeiteiro');"
848315;Masseiro (massas alimentícias);"INSERT INTO states (code, title) VALUES ('848315','Masseiro (massas alimentícias)');"
848325;Trabalhador de fabricação de sorvete;"INSERT INTO states (code, title) VALUES ('848325','Trabalhador de fabricação de sorvete');"
848425;Classificador de grãos;"INSERT INTO states (code, title) VALUES ('848425','Classificador de grãos');"
848420;Degustador de vinhos ou licores;"INSERT INTO states (code, title) VALUES ('848420','Degustador de vinhos ou licores');"
848415;Degustador de derivados de cacau;"INSERT INTO states (code, title) VALUES ('848415','Degustador de derivados de cacau');"
848405;Degustador de café;"INSERT INTO states (code, title) VALUES ('848405','Degustador de café');"
848410;Degustador de chá;"INSERT INTO states (code, title) VALUES ('848410','Degustador de chá');"
848525;Retalhador de carne;"INSERT INTO states (code, title) VALUES ('848525','Retalhador de carne');"
848515;Desossador;"INSERT INTO states (code, title) VALUES ('848515','Desossador');"
848510;Açougueiro;"INSERT INTO states (code, title) VALUES ('848510','Açougueiro');"
848505;Abatedor;"INSERT INTO states (code, title) VALUES ('848505','Abatedor');"
848520;Magarefe;"INSERT INTO states (code, title) VALUES ('848520','Magarefe');"
848605;Trabalhador do beneficiamento de fumo;"INSERT INTO states (code, title) VALUES ('848605','Trabalhador do beneficiamento de fumo');"
860105;Supervisor de manutenção eletromecânica (utilidades);"INSERT INTO states (code, title) VALUES ('860105','Supervisor de manutenção eletromecânica (utilidades)');"
860110;Supervisor de operação de fluidos (distribuição, captação, tratamento de água, gases, vapor);"INSERT INTO states (code, title) VALUES ('860110','Supervisor de operação de fluidos (distribuição, captação, tratamento de água, gases, vapor)');"
860115;Supervisor de operação elétrica (geração, transmissão e distribuição de energia elétrica);"INSERT INTO states (code, title) VALUES ('860115','Supervisor de operação elétrica (geração, transmissão e distribuição de energia elétrica)');"
861120;Operador de reator nuclear;"INSERT INTO states (code, title) VALUES ('861120','Operador de reator nuclear');"
861115;Operador de central termoelétrica;"INSERT INTO states (code, title) VALUES ('861115','Operador de central termoelétrica');"
861110;Operador de quadro de distribuição de energia elétrica;"INSERT INTO states (code, title) VALUES ('861110','Operador de quadro de distribuição de energia elétrica');"
861105;Operador de central hidrelétrica;"INSERT INTO states (code, title) VALUES ('861105','Operador de central hidrelétrica');"
861205;Operador de subestação;"INSERT INTO states (code, title) VALUES ('861205','Operador de subestação');"
862155;Operador de utilidade (produção e distribuição de vapor, gás, óleo, combustível, energia, oxigênio);"INSERT INTO states (code, title) VALUES ('862155','Operador de utilidade (produção e distribuição de vapor, gás, óleo, combustível, energia, oxigênio)');"
862150;Operador de máquinas fixas, em geral;"INSERT INTO states (code, title) VALUES ('862150','Operador de máquinas fixas, em geral');"
862140;Operador de estação de bombeamento;"INSERT INTO states (code, title) VALUES ('862140','Operador de estação de bombeamento');"
862130;Operador de compressor de ar;"INSERT INTO states (code, title) VALUES ('862130','Operador de compressor de ar');"
862120;Operador de caldeira;"INSERT INTO states (code, title) VALUES ('862120','Operador de caldeira');"
862115;Operador de bateria de gás de hulha;"INSERT INTO states (code, title) VALUES ('862115','Operador de bateria de gás de hulha');"
862105;Foguista (locomotivas a vapor);"INSERT INTO states (code, title) VALUES ('862105','Foguista (locomotivas a vapor)');"
862160;Operador de abastecimento de combustível de aeronave;"INSERT INTO states (code, title) VALUES ('862160','Operador de abastecimento de combustível de aeronave');"
862110;Maquinista de embarcações;"INSERT INTO states (code, title) VALUES ('862110','Maquinista de embarcações');"
862205;Operador de estação de captação, tratamento e distribuição de água;"INSERT INTO states (code, title) VALUES ('862205','Operador de estação de captação, tratamento e distribuição de água');"
862305;Operador de estação de tratamento de água e efluentes;"INSERT INTO states (code, title) VALUES ('862305','Operador de estação de tratamento de água e efluentes');"
862310;Operador de forno de incineração no tratamento de água, efluentes e resíduos industriais;"INSERT INTO states (code, title) VALUES ('862310','Operador de forno de incineração no tratamento de água, efluentes e resíduos industriais');"
862405;Operador de instalação de extração, processamento, envasamento e distribuição de gases;"INSERT INTO states (code, title) VALUES ('862405','Operador de instalação de extração, processamento, envasamento e distribuição de gases');"
862505;Operador de instalação de refrigeração;"INSERT INTO states (code, title) VALUES ('862505','Operador de instalação de refrigeração');"
862510;Operador de refrigeração com amônia;"INSERT INTO states (code, title) VALUES ('862510','Operador de refrigeração com amônia');"
862515;Operador de instalação de ar-condicionado;"INSERT INTO states (code, title) VALUES ('862515','Operador de instalação de ar-condicionado');"
910130;Supervisor de manutenção de máquinas operatrizes e de usinagem;"INSERT INTO states (code, title) VALUES ('910130','Supervisor de manutenção de máquinas operatrizes e de usinagem');"
910110;Supervisor de manutenção de aparelhos térmicos, de climatização e de refrigeração;"INSERT INTO states (code, title) VALUES ('910110','Supervisor de manutenção de aparelhos térmicos, de climatização e de refrigeração');"
910105;Encarregado de manutenção mecânica de sistemas operacionais;"INSERT INTO states (code, title) VALUES ('910105','Encarregado de manutenção mecânica de sistemas operacionais');"
910115;Supervisor de manutenção de bombas, motores, compressores e equipamentos de transmissão;"INSERT INTO states (code, title) VALUES ('910115','Supervisor de manutenção de bombas, motores, compressores e equipamentos de transmissão');"
910120;Supervisor de manutenção de máquinas gráficas;"INSERT INTO states (code, title) VALUES ('910120','Supervisor de manutenção de máquinas gráficas');"
